,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age
426,0.07355635963520175,0.03951416661376669,0.0676696502253539,0.0729342559089274,0.004117734188196957,0.4262468524513849,0.31596098097716835,0.1464088397790055
240,0.08875640553304083,0.0,0.052240680577419034,0.06656730414978063,0.00328231235556151,0.45441604983755907,0.33473724754663897,0.06906077348066297
590,0.13800424628450106,0.0,0.0,0.0781316348195329,0.0,0.451380042462845,0.332484076433121,0.06906077348066297
600,0.10629251700680271,0.0,0.0,0.07738095238095238,0.0,0.467687074829932,0.3486394557823129,0.06906077348066297
448,0.18570875371105217,0.009993296163823434,0.03289459987258547,0.06745474910580819,0.004834257019249586,0.4026465579340526,0.29646778619342856,0.011049723756906077
12,0.1917900403768506,0.021310004486316734,0.0,0.10228802153432032,0.0,0.41812471960520414,0.26648721399730824,0.7375690607734806
511,0.10022588471513426,0.15033882707270138,0.0,0.07767924370450931,0.0,0.39387601438969294,0.277880030117962,0.011049723756906077
948,0.1336409504506447,0.061580921988874035,0.04795377118461339,0.07236189572642202,0.00953038078399241,0.3941092759498038,0.2808228039156497,0.06906077348066297
726,0.14230438521066208,0.0,0.0,0.0825451418744626,0.0,0.4204643164230438,0.3546861564918315,0.4889502762430939
781,0.13153310104529617,0.0,0.0,0.08841463414634146,0.0,0.42421602787456447,0.3558362369337979,0.06906077348066297
792,0.06310254163014899,0.0,0.07668711656441718,0.06923751095530237,0.007887817703768623,0.41323400525854515,0.3698510078878177,0.06906077348066297
811,0.12483688560243585,0.05263157894736842,0.04088734232274902,0.08177468464549804,0.0039147455415398,0.393214441061331,0.30274032187907784,0.06906077348066297
814,0.057717533887188456,0.0905115872321819,0.07039790118058592,0.07826847398338435,0.0021862702229995625,0.37909925666812416,0.3218189768255356,0.06906077348066297
711,0.22031823745410037,0.0,0.0,0.07058343533251733,0.0,0.4589963280293758,0.25010199918400655,0.06906077348066297
354,0.1965327485622078,0.0,0.024411436137200544,0.05875294799122843,0.0007861309942488311,0.4543009640448508,0.26521577227026355,0.06906077348066297
885,0.06610470275066549,0.06787932564330079,0.08606921029281278,0.08518189884649512,0.00354924578527063,0.41481810115350487,0.27639751552795033,0.06906077348066297
428,0.10643007969484368,0.0,0.04073717730399836,0.08167018595463524,0.002269089299094067,0.4039660104897486,0.36492745725768,0.1464088397790055
901,0.06690848702036535,0.06336858666200508,0.049383795122803956,0.07800891530460624,0.00349619788480028,0.437855082597675,0.3009789354077441,0.06906077348066297
39,0.10655002243158367,0.10655002243158367,0.0,0.10228802153432032,0.0,0.41812471960520414,0.26648721399730824,0.4889502762430939
752,0.13153310104529617,0.0,0.0,0.08841463414634146,0.0,0.42421602787456447,0.3558362369337979,0.4889502762430939
174,0.08011764705882353,0.0,0.0526890756302521,0.06812605042016806,0.003264705882352941,0.4579831932773109,0.3378193277310924,0.03038674033149171
588,0.09566326530612244,0.0,0.0,0.07695578231292517,0.0,0.4732142857142857,0.3541666666666667,0.06906077348066297
646,0.047890687184929684,0.07181392058017158,0.0,0.08998850269744406,0.0,0.414875740691607,0.3754311488458477,0.0
190,0.08004407175959023,0.0,0.05264220291512822,0.06806311345113837,0.004154856724728127,0.45758093139440015,0.33751482375501485,0.06906077348066297
507,0.14485818688011134,0.0,0.0,0.08352183748042456,0.0,0.40508091178005917,0.3665390638594049,0.24033149171270715
143,0.17414464249129277,0.04355664822782217,0.0,0.06289694734685515,0.006760909649661954,0.3491497643925425,0.36349108789182544,0.24309392265193366
931,0.06582807360654279,0.0,0.0809405280469375,0.08062938927904702,0.0066672593119388385,0.37287758911903274,0.393057160636501,0.06906077348066297
584,0.10341805433829973,0.0,0.0,0.0845749342681858,0.0,0.42418930762489043,0.387817703768624,0.011049723756906077
850,0.06529360210341806,0.051709027169149865,0.040315512708150744,0.08019281332164768,0.003067484662576687,0.41761612620508326,0.3418054338299737,0.06906077348066297
140,0.1401028277634961,0.07836470685794841,0.0,0.0725184509494983,0.0039389667468280945,0.39169914586615806,0.31337590181607095,0.1464088397790055
248,0.10696732298710196,0.0,0.05032830206343059,0.08019251309591185,0.0024468397468903856,0.4376226079481866,0.3224424141584786,0.0
491,0.12622843415592924,0.0,0.0,0.0838611050447696,0.0,0.3988643808691854,0.39104607993011575,0.0
203,0.08994835923788841,0.041266313977517115,0.010315526319112133,0.07647630711733437,0.002887168933052192,0.44856335989023705,0.33054296452485865,0.0
339,0.09141918824525357,0.022886702315470644,0.051852419056370204,0.06620552939324714,0.004088126566016224,0.4314866572227114,0.3320613772009308,0.03038674033149171
497,0.20686088605412858,0.0,0.0,0.08274435442165144,0.0,0.40346491984140664,0.3069298396828133,0.24033149171270715
538,0.122349171550234,0.08158016779796788,0.0,0.07829166490998778,0.0,0.4208440490745816,0.2969349466672288,0.011049723756906077
604,0.10915277898961696,0.07276851932641132,0.0,0.0887793386266469,0.0,0.4264898350929239,0.302809527964401,0.24033149171270715
358,0.22540625546042287,0.0,0.0,0.0707670802026909,0.003582037392975712,0.34990389655774945,0.35034073038616115,0.06906077348066297
94,0.19152237830774255,0.047860176412936946,0.0,0.056272459980398565,0.013149297615158446,0.34796635086573013,0.3432293368180333,0.011049723756906077
315,0.1251057774484585,0.0,0.049484900663924525,0.07359163379321088,0.004007965410248098,0.4306036787396801,0.31720604394447793,0.06906077348066297
57,0.08534960677295973,0.056899737848639824,0.0,0.08251321500709098,0.0,0.42047359147363444,0.354763848897675,0.0
951,0.16169863487126318,0.0,0.0,0.08216692586832555,0.002894418524278555,0.4377052013132884,0.3155348194228443,0.06906077348066297
217,0.09836697459881025,0.0,0.05060537146723885,0.08361278496571632,0.0026253463701267276,0.44031298582826894,0.32447653676983895,0.26795580110497236
524,0.10815272604131393,0.07208770741618695,0.0,0.07860650186251271,0.0,0.43455807653234,0.30659498814764646,0.06906077348066297
483,0.08764622166684022,0.004772814051164566,0.06117879829220035,0.08938179041271824,0.0007462945607275503,0.4087264396542747,0.34754764136207433,0.011049723756906077
197,0.07070668369518944,0.0,0.06950617283950618,0.0751213282247765,0.001911451681566624,0.45065985525755636,0.33209450830140486,0.26795580110497236
163,0.10034561534595654,0.0,0.040591455880503696,0.08492961729956519,0.0019600462994952463,0.4064467369113155,0.36572652826316376,0.0
649,0.09297430049995616,0.06196824839926323,0.0,0.08924655731953338,0.0,0.4268923778615911,0.3289185159196562,0.0
664,0.06716123085026997,0.044774153900179976,0.0,0.08428076028269171,0.0,0.3897985163074492,0.4139853386594092,0.24033149171270715
264,0.07688571464773385,0.019094721815117816,0.051514780353681046,0.07188924132163689,0.003459096918067129,0.44744411172165044,0.32971233322211285,0.03038674033149171
835,0.05818022747156605,0.09186351706036745,0.0,0.0857392825896763,0.0013123359580052493,0.41513560804899385,0.34776902887139105,0.06906077348066297
249,0.10696732298710196,0.0,0.05032830206343059,0.08019251309591185,0.0024468397468903856,0.4376226079481866,0.3224424141584786,0.03038674033149171
152,0.1493041258338137,0.07782261385160173,0.0,0.0678992011858684,0.004776414395124762,0.3889895412995141,0.3112081034340772,0.24309392265193366
